Step,Action,Reasoning,Observation,Reward,Done
642,droptype,"I need to drop the rock to wield the club.
ACTION: droptype","message:
Pick up what?
Weapons
a + a blessed +2 sling
b - a +1 club
Gems/Stones
c + 19 uncursed flint stones
d + 23 uncursed rocks
(end)

language observation:
stairs up far west
rock near north
dark area very near south, southwest, and northwest
dark area adjacent north, northeast, east, southeast, and west
tame little dog adjacent southwest
kobold corpse adjacent northwest

cursor:
very far eastnortheast 
(x=47, y=8)

map:
                                                                                
                                         Weapons                                
                                         a + a blessed +2 sling                 
                                         b - a +1 club                          
                                         Gems/Stones                            
                                         c + 19 uncursed flint stones           
                                         d + 23 uncursed rocks                  
                                         (end)                                  
                                                                                
                                                                                
                                                                                
                            #     #                                             
                         *#########                                             
           ----.-----   ##  #                                                   
           |........|  #%                                                       
           |.......<.### @                                                      
           |........|###d#                                                      
           |.........#                                                          
           ----------                                                           
                                                                                
                                                                                
Agent the Troglodyte           St:18/02 Dx:16 Co:14 In:8 Wi:9 Ch:8 Lawful S:16  
Dlvl:1 $:0 HP:18(18) Pw:1(1) AC:8 Xp:1/4 T:244                                  

",0.0,False
643,droptype,"I need to drop the rock to wield the club.
ACTION: droptype","message:
Pick up what?
Weapons
a + a blessed +2 sling
b - a +1 club
Gems/Stones
c + 19 uncursed flint stones
d + 23 uncursed rocks
(end)

language observation:
stairs up far west
rock near north
dark area very near south, southwest, and northwest
dark area adjacent north, northeast, east, southeast, and west
tame little dog adjacent southwest
kobold corpse adjacent northwest

cursor:
very far eastnortheast 
(x=47, y=8)

map:
                                                                                
                                         Weapons                                
                                         a + a blessed +2 sling                 
                                         b - a +1 club                          
                                         Gems/Stones                            
                                         c + 19 uncursed flint stones           
                                         d + 23 uncursed rocks                  
                                         (end)                                  
                                                                                
                                                                                
                                                                                
                            #     #                                             
                         *#########                                             
           ----.-----   ##  #                                                   
           |........|  #%                                                       
           |.......<.### @                                                      
           |........|###d#                                                      
           |.........#                                                          
           ----------                                                           
                                                                                
                                                                                
Agent the Troglodyte           St:18/02 Dx:16 Co:14 In:8 Wi:9 Ch:8 Lawful S:16  
Dlvl:1 $:0 HP:18(18) Pw:1(1) AC:8 Xp:1/4 T:244                                  

",0.0,False
644,droptype,"I need to drop the rock to wield the club.
ACTION: droptype","message:
Pick up what?
Weapons
a + a blessed +2 sling
b - a +1 club
Gems/Stones
c + 19 uncursed flint stones
d + 23 uncursed rocks
(end)

language observation:
stairs up far west
rock near north
dark area very near south, southwest, and northwest
dark area adjacent north, northeast, east, southeast, and west
tame little dog adjacent southwest
kobold corpse adjacent northwest

cursor:
very far eastnortheast 
(x=47, y=8)

map:
                                                                                
                                         Weapons                                
                                         a + a blessed +2 sling                 
                                         b - a +1 club                          
                                         Gems/Stones                            
                                         c + 19 uncursed flint stones           
                                         d + 23 uncursed rocks                  
                                         (end)                                  
                                                                                
                                                                                
                                                                                
                            #     #                                             
                         *#########                                             
           ----.-----   ##  #                                                   
           |........|  #%                                                       
           |.......<.### @                                                      
           |........|###d#                                                      
           |.........#                                                          
           ----------                                                           
                                                                                
                                                                                
Agent the Troglodyte           St:18/02 Dx:16 Co:14 In:8 Wi:9 Ch:8 Lawful S:16  
Dlvl:1 $:0 HP:18(18) Pw:1(1) AC:8 Xp:1/4 T:244                                  

",0.0,False
645,droptype,"I need to drop the rock to wield the club.
ACTION: droptype","message:
Pick up what?
Weapons
a + a blessed +2 sling
b - a +1 club
Gems/Stones
c + 19 uncursed flint stones
d + 23 uncursed rocks
(end)

language observation:
stairs up far west
rock near north
dark area very near south, southwest, and northwest
dark area adjacent north, northeast, east, southeast, and west
tame little dog adjacent southwest
kobold corpse adjacent northwest

cursor:
very far eastnortheast 
(x=47, y=8)

map:
                                                                                
                                         Weapons                                
                                         a + a blessed +2 sling                 
                                         b - a +1 club                          
                                         Gems/Stones                            
                                         c + 19 uncursed flint stones           
                                         d + 23 uncursed rocks                  
                                         (end)                                  
                                                                                
                                                                                
                                                                                
                            #     #                                             
                         *#########                                             
           ----.-----   ##  #                                                   
           |........|  #%                                                       
           |.......<.### @                                                      
           |........|###d#                                                      
           |.........#                                                          
           ----------                                                           
                                                                                
                                                                                
Agent the Troglodyte           St:18/02 Dx:16 Co:14 In:8 Wi:9 Ch:8 Lawful S:16  
Dlvl:1 $:0 HP:18(18) Pw:1(1) AC:8 Xp:1/4 T:244                                  

",0.0,False
646,droptype,"I need to drop the rock to wield the club.
ACTION: droptype","message:
Pick up what?
Weapons
a + a blessed +2 sling
b - a +1 club
Gems/Stones
c + 19 uncursed flint stones
d + 23 uncursed rocks
(end)

language observation:
stairs up far west
rock near north
dark area very near south, southwest, and northwest
dark area adjacent north, northeast, east, southeast, and west
tame little dog adjacent southwest
kobold corpse adjacent northwest

cursor:
very far eastnortheast 
(x=47, y=8)

map:
                                                                                
                                         Weapons                                
                                         a + a blessed +2 sling                 
                                         b - a +1 club                          
                                         Gems/Stones                            
                                         c + 19 uncursed flint stones           
                                         d + 23 uncursed rocks                  
                                         (end)                                  
                                                                                
                                                                                
                                                                                
                            #     #                                             
                         *#########                                             
           ----.-----   ##  #                                                   
           |........|  #%                                                       
           |.......<.### @                                                      
           |........|###d#                                                      
           |.........#                                                          
           ----------                                                           
                                                                                
                                                                                
Agent the Troglodyte           St:18/02 Dx:16 Co:14 In:8 Wi:9 Ch:8 Lawful S:16  
Dlvl:1 $:0 HP:18(18) Pw:1(1) AC:8 Xp:1/4 T:244                                  

",0.0,False
647,droptype,"I need to drop the rock to wield the club.
ACTION: droptype","message:
Pick up what?
Weapons
a + a blessed +2 sling
b - a +1 club
Gems/Stones
c + 19 uncursed flint stones
d + 23 uncursed rocks
(end)

language observation:
stairs up far west
rock near north
dark area very near south, southwest, and northwest
dark area adjacent north, northeast, east, southeast, and west
tame little dog adjacent southwest
kobold corpse adjacent northwest

cursor:
very far eastnortheast 
(x=47, y=8)

map:
                                                                                
                                         Weapons                                
                                         a + a blessed +2 sling                 
                                         b - a +1 club                          
                                         Gems/Stones                            
                                         c + 19 uncursed flint stones           
                                         d + 23 uncursed rocks                  
                                         (end)                                  
                                                                                
                                                                                
                                                                                
                            #     #                                             
                         *#########                                             
           ----.-----   ##  #                                                   
           |........|  #%                                                       
           |.......<.### @                                                      
           |........|###d#                                                      
           |.........#                                                          
           ----------                                                           
                                                                                
                                                                                
Agent the Troglodyte           St:18/02 Dx:16 Co:14 In:8 Wi:9 Ch:8 Lawful S:16  
Dlvl:1 $:0 HP:18(18) Pw:1(1) AC:8 Xp:1/4 T:244                                  

",0.0,False
648,droptype,"I need to drop the rock to wield the club.
ACTION: droptype","message:
Pick up what?
Weapons
a + a blessed +2 sling
b - a +1 club
Gems/Stones
c + 19 uncursed flint stones
d + 23 uncursed rocks
(end)

language observation:
stairs up far west
rock near north
dark area very near south, southwest, and northwest
dark area adjacent north, northeast, east, southeast, and west
tame little dog adjacent southwest
kobold corpse adjacent northwest

cursor:
very far eastnortheast 
(x=47, y=8)

map:
                                                                                
                                         Weapons                                
                                         a + a blessed +2 sling                 
                                         b - a +1 club                          
                                         Gems/Stones                            
                                         c + 19 uncursed flint stones           
                                         d + 23 uncursed rocks                  
                                         (end)                                  
                                                                                
                                                                                
                                                                                
                            #     #                                             
                         *#########                                             
           ----.-----   ##  #                                                   
           |........|  #%                                                       
           |.......<.### @                                                      
           |........|###d#                                                      
           |.........#                                                          
           ----------                                                           
                                                                                
                                                                                
Agent the Troglodyte           St:18/02 Dx:16 Co:14 In:8 Wi:9 Ch:8 Lawful S:16  
Dlvl:1 $:0 HP:18(18) Pw:1(1) AC:8 Xp:1/4 T:244                                  

",0.0,False
649,droptype,"I need to drop the rock to wield the club.
ACTION: droptype","message:
Pick up what?
Weapons
a + a blessed +2 sling
b - a +1 club
Gems/Stones
c + 19 uncursed flint stones
d + 23 uncursed rocks
(end)

language observation:
stairs up far west
rock near north
dark area very near south, southwest, and northwest
dark area adjacent north, northeast, east, southeast, and west
tame little dog adjacent southwest
kobold corpse adjacent northwest

cursor:
very far eastnortheast 
(x=47, y=8)

map:
                                                                                
                                         Weapons                                
                                         a + a blessed +2 sling                 
                                         b - a +1 club                          
                                         Gems/Stones                            
                                         c + 19 uncursed flint stones           
                                         d + 23 uncursed rocks                  
                                         (end)                                  
                                                                                
                                                                                
                                                                                
                            #     #                                             
                         *#########                                             
           ----.-----   ##  #                                                   
           |........|  #%                                                       
           |.......<.### @                                                      
           |........|###d#                                                      
           |.........#                                                          
           ----------                                                           
                                                                                
                                                                                
Agent the Troglodyte           St:18/02 Dx:16 Co:14 In:8 Wi:9 Ch:8 Lawful S:16  
Dlvl:1 $:0 HP:18(18) Pw:1(1) AC:8 Xp:1/4 T:244                                  

",0.0,False
650,droptype,"I need to drop the rock to wield the club.
ACTION: droptype","message:
Pick up what?
Weapons
a + a blessed +2 sling
b - a +1 club
Gems/Stones
c + 19 uncursed flint stones
d + 23 uncursed rocks
(end)

language observation:
stairs up far west
rock near north
dark area very near south, southwest, and northwest
dark area adjacent north, northeast, east, southeast, and west
tame little dog adjacent southwest
kobold corpse adjacent northwest

cursor:
very far eastnortheast 
(x=47, y=8)

map:
                                                                                
                                         Weapons                                
                                         a + a blessed +2 sling                 
                                         b - a +1 club                          
                                         Gems/Stones                            
                                         c + 19 uncursed flint stones           
                                         d + 23 uncursed rocks                  
                                         (end)                                  
                                                                                
                                                                                
                                                                                
                            #     #                                             
                         *#########                                             
           ----.-----   ##  #                                                   
           |........|  #%                                                       
           |.......<.### @                                                      
           |........|###d#                                                      
           |.........#                                                          
           ----------                                                           
                                                                                
                                                                                
Agent the Troglodyte           St:18/02 Dx:16 Co:14 In:8 Wi:9 Ch:8 Lawful S:16  
Dlvl:1 $:0 HP:18(18) Pw:1(1) AC:8 Xp:1/4 T:244                                  

",0.0,False
651,droptype,"I need to drop the rock to wield the club.
ACTION: droptype","message:
Pick up what?
Weapons
a + a blessed +2 sling
b - a +1 club
Gems/Stones
c + 19 uncursed flint stones
d + 23 uncursed rocks
(end)

language observation:
stairs up far west
rock near north
dark area very near south, southwest, and northwest
dark area adjacent north, northeast, east, southeast, and west
tame little dog adjacent southwest
kobold corpse adjacent northwest

cursor:
very far eastnortheast 
(x=47, y=8)

map:
                                                                                
                                         Weapons                                
                                         a + a blessed +2 sling                 
                                         b - a +1 club                          
                                         Gems/Stones                            
                                         c + 19 uncursed flint stones           
                                         d + 23 uncursed rocks                  
                                         (end)                                  
                                                                                
                                                                                
                                                                                
                            #     #                                             
                         *#########                                             
           ----.-----   ##  #                                                   
           |........|  #%                                                       
           |.......<.### @                                                      
           |........|###d#                                                      
           |.........#                                                          
           ----------                                                           
                                                                                
                                                                                
Agent the Troglodyte           St:18/02 Dx:16 Co:14 In:8 Wi:9 Ch:8 Lawful S:16  
Dlvl:1 $:0 HP:18(18) Pw:1(1) AC:8 Xp:1/4 T:244                                  

",0.0,False
652,droptype,"I need to drop the rock to wield the club.
ACTION: droptype","message:
Pick up what?
Weapons
a + a blessed +2 sling
b - a +1 club
Gems/Stones
c + 19 uncursed flint stones
d + 23 uncursed rocks
(end)

language observation:
stairs up far west
rock near north
dark area very near south, southwest, and northwest
dark area adjacent north, northeast, east, southeast, and west
tame little dog adjacent southwest
kobold corpse adjacent northwest

cursor:
very far eastnortheast 
(x=47, y=8)

map:
                                                                                
                                         Weapons                                
                                         a + a blessed +2 sling                 
                                         b - a +1 club                          
                                         Gems/Stones                            
                                         c + 19 uncursed flint stones           
                                         d + 23 uncursed rocks                  
                                         (end)                                  
                                                                                
                                                                                
                                                                                
                            #     #                                             
                         *#########                                             
           ----.-----   ##  #                                                   
           |........|  #%                                                       
           |.......<.### @                                                      
           |........|###d#                                                      
           |.........#                                                          
           ----------                                                           
                                                                                
                                                                                
Agent the Troglodyte           St:18/02 Dx:16 Co:14 In:8 Wi:9 Ch:8 Lawful S:16  
Dlvl:1 $:0 HP:18(18) Pw:1(1) AC:8 Xp:1/4 T:244                                  

",0.0,False
653,droptype,"I need to drop the rock to wield the club.
ACTION: droptype","message:
Pick up what?
Weapons
a + a blessed +2 sling
b - a +1 club
Gems/Stones
c + 19 uncursed flint stones
d + 23 uncursed rocks
(end)

language observation:
stairs up far west
rock near north
dark area very near south, southwest, and northwest
dark area adjacent north, northeast, east, southeast, and west
tame little dog adjacent southwest
kobold corpse adjacent northwest

cursor:
very far eastnortheast 
(x=47, y=8)

map:
                                                                                
                                         Weapons                                
                                         a + a blessed +2 sling                 
                                         b - a +1 club                          
                                         Gems/Stones                            
                                         c + 19 uncursed flint stones           
                                         d + 23 uncursed rocks                  
                                         (end)                                  
                                                                                
                                                                                
                                                                                
                            #     #                                             
                         *#########                                             
           ----.-----   ##  #                                                   
           |........|  #%                                                       
           |.......<.### @                                                      
           |........|###d#                                                      
           |.........#                                                          
           ----------                                                           
                                                                                
                                                                                
Agent the Troglodyte           St:18/02 Dx:16 Co:14 In:8 Wi:9 Ch:8 Lawful S:16  
Dlvl:1 $:0 HP:18(18) Pw:1(1) AC:8 Xp:1/4 T:244                                  

",0.0,False
654,droptype,"I need to drop the rock to wield the club.
ACTION: droptype","message:
Pick up what?
Weapons
a + a blessed +2 sling
b - a +1 club
Gems/Stones
c + 19 uncursed flint stones
d + 23 uncursed rocks
(end)

language observation:
stairs up far west
rock near north
dark area very near south, southwest, and northwest
dark area adjacent north, northeast, east, southeast, and west
tame little dog adjacent southwest
kobold corpse adjacent northwest

cursor:
very far eastnortheast 
(x=47, y=8)

map:
                                                                                
                                         Weapons                                
                                         a + a blessed +2 sling                 
                                         b - a +1 club                          
                                         Gems/Stones                            
                                         c + 19 uncursed flint stones           
                                         d + 23 uncursed rocks                  
                                         (end)                                  
                                                                                
                                                                                
                                                                                
                            #     #                                             
                         *#########                                             
           ----.-----   ##  #                                                   
           |........|  #%                                                       
           |.......<.### @                                                      
           |........|###d#                                                      
           |.........#                                                          
           ----------                                                           
                                                                                
                                                                                
Agent the Troglodyte           St:18/02 Dx:16 Co:14 In:8 Wi:9 Ch:8 Lawful S:16  
Dlvl:1 $:0 HP:18(18) Pw:1(1) AC:8 Xp:1/4 T:244                                  

",0.0,False
655,droptype,"I need to drop the rock to wield the club.
ACTION: droptype","message:
Pick up what?
Weapons
a + a blessed +2 sling
b - a +1 club
Gems/Stones
c + 19 uncursed flint stones
d + 23 uncursed rocks
(end)

language observation:
stairs up far west
rock near north
dark area very near south, southwest, and northwest
dark area adjacent north, northeast, east, southeast, and west
tame little dog adjacent southwest
kobold corpse adjacent northwest

cursor:
very far eastnortheast 
(x=47, y=8)

map:
                                                                                
                                         Weapons                                
                                         a + a blessed +2 sling                 
                                         b - a +1 club                          
                                         Gems/Stones                            
                                         c + 19 uncursed flint stones           
                                         d + 23 uncursed rocks                  
                                         (end)                                  
                                                                                
                                                                                
                                                                                
                            #     #                                             
                         *#########                                             
           ----.-----   ##  #                                                   
           |........|  #%                                                       
           |.......<.### @                                                      
           |........|###d#                                                      
           |.........#                                                          
           ----------                                                           
                                                                                
                                                                                
Agent the Troglodyte           St:18/02 Dx:16 Co:14 In:8 Wi:9 Ch:8 Lawful S:16  
Dlvl:1 $:0 HP:18(18) Pw:1(1) AC:8 Xp:1/4 T:244                                  

",0.0,False
656,droptype,"I need to drop the rock to wield the club.
ACTION: droptype","message:
Pick up what?
Weapons
a + a blessed +2 sling
b - a +1 club
Gems/Stones
c + 19 uncursed flint stones
d + 23 uncursed rocks
(end)

language observation:
stairs up far west
rock near north
dark area very near south, southwest, and northwest
dark area adjacent north, northeast, east, southeast, and west
tame little dog adjacent southwest
kobold corpse adjacent northwest

cursor:
very far eastnortheast 
(x=47, y=8)

map:
                                                                                
                                         Weapons                                
                                         a + a blessed +2 sling                 
                                         b - a +1 club                          
                                         Gems/Stones                            
                                         c + 19 uncursed flint stones           
                                         d + 23 uncursed rocks                  
                                         (end)                                  
                                                                                
                                                                                
                                                                                
                            #     #                                             
                         *#########                                             
           ----.-----   ##  #                                                   
           |........|  #%                                                       
           |.......<.### @                                                      
           |........|###d#                                                      
           |.........#                                                          
           ----------                                                           
                                                                                
                                                                                
Agent the Troglodyte           St:18/02 Dx:16 Co:14 In:8 Wi:9 Ch:8 Lawful S:16  
Dlvl:1 $:0 HP:18(18) Pw:1(1) AC:8 Xp:1/4 T:244                                  

",0.0,False
657,droptype,"I need to drop the rock to wield the club.
ACTION: droptype","message:
Pick up what?
Weapons
a + a blessed +2 sling
b - a +1 club
Gems/Stones
c + 19 uncursed flint stones
d + 23 uncursed rocks
(end)

language observation:
stairs up far west
rock near north
dark area very near south, southwest, and northwest
dark area adjacent north, northeast, east, southeast, and west
tame little dog adjacent southwest
kobold corpse adjacent northwest

cursor:
very far eastnortheast 
(x=47, y=8)

map:
                                                                                
                                         Weapons                                
                                         a + a blessed +2 sling                 
                                         b - a +1 club                          
                                         Gems/Stones                            
                                         c + 19 uncursed flint stones           
                                         d + 23 uncursed rocks                  
                                         (end)                                  
                                                                                
                                                                                
                                                                                
                            #     #                                             
                         *#########                                             
           ----.-----   ##  #                                                   
           |........|  #%                                                       
           |.......<.### @                                                      
           |........|###d#                                                      
           |.........#                                                          
           ----------                                                           
                                                                                
                                                                                
Agent the Troglodyte           St:18/02 Dx:16 Co:14 In:8 Wi:9 Ch:8 Lawful S:16  
Dlvl:1 $:0 HP:18(18) Pw:1(1) AC:8 Xp:1/4 T:244                                  

",0.0,False
658,droptype,"I need to drop the rock to wield the club.
ACTION: droptype","message:
Pick up what?
Weapons
a + a blessed +2 sling
b - a +1 club
Gems/Stones
c + 19 uncursed flint stones
d + 23 uncursed rocks
(end)

language observation:
stairs up far west
rock near north
dark area very near south, southwest, and northwest
dark area adjacent north, northeast, east, southeast, and west
tame little dog adjacent southwest
kobold corpse adjacent northwest

cursor:
very far eastnortheast 
(x=47, y=8)

map:
                                                                                
                                         Weapons                                
                                         a + a blessed +2 sling                 
                                         b - a +1 club                          
                                         Gems/Stones                            
                                         c + 19 uncursed flint stones           
                                         d + 23 uncursed rocks                  
                                         (end)                                  
                                                                                
                                                                                
                                                                                
                            #     #                                             
                         *#########                                             
           ----.-----   ##  #                                                   
           |........|  #%                                                       
           |.......<.### @                                                      
           |........|###d#                                                      
           |.........#                                                          
           ----------                                                           
                                                                                
                                                                                
Agent the Troglodyte           St:18/02 Dx:16 Co:14 In:8 Wi:9 Ch:8 Lawful S:16  
Dlvl:1 $:0 HP:18(18) Pw:1(1) AC:8 Xp:1/4 T:244                                  

",0.0,False
659,droptype,"I need to drop the rock to wield the club.
ACTION: droptype","message:
Pick up what?
Weapons
a + a blessed +2 sling
b - a +1 club
Gems/Stones
c + 19 uncursed flint stones
d + 23 uncursed rocks
(end)

language observation:
stairs up far west
rock near north
dark area very near south, southwest, and northwest
dark area adjacent north, northeast, east, southeast, and west
tame little dog adjacent southwest
kobold corpse adjacent northwest

cursor:
very far eastnortheast 
(x=47, y=8)

map:
                                                                                
                                         Weapons                                
                                         a + a blessed +2 sling                 
                                         b - a +1 club                          
                                         Gems/Stones                            
                                         c + 19 uncursed flint stones           
                                         d + 23 uncursed rocks                  
                                         (end)                                  
                                                                                
                                                                                
                                                                                
                            #     #                                             
                         *#########                                             
           ----.-----   ##  #                                                   
           |........|  #%                                                       
           |.......<.### @                                                      
           |........|###d#                                                      
           |.........#                                                          
           ----------                                                           
                                                                                
                                                                                
Agent the Troglodyte           St:18/02 Dx:16 Co:14 In:8 Wi:9 Ch:8 Lawful S:16  
Dlvl:1 $:0 HP:18(18) Pw:1(1) AC:8 Xp:1/4 T:244                                  

",0.0,False
660,droptype,"I need to drop the rock to wield the club.
ACTION: droptype","message:
Pick up what?
Weapons
a + a blessed +2 sling
b - a +1 club
Gems/Stones
c + 19 uncursed flint stones
d + 23 uncursed rocks
(end)

language observation:
stairs up far west
rock near north
dark area very near south, southwest, and northwest
dark area adjacent north, northeast, east, southeast, and west
tame little dog adjacent southwest
kobold corpse adjacent northwest

cursor:
very far eastnortheast 
(x=47, y=8)

map:
                                                                                
                                         Weapons                                
                                         a + a blessed +2 sling                 
                                         b - a +1 club                          
                                         Gems/Stones                            
                                         c + 19 uncursed flint stones           
                                         d + 23 uncursed rocks                  
                                         (end)                                  
                                                                                
                                                                                
                                                                                
                            #     #                                             
                         *#########                                             
           ----.-----   ##  #                                                   
           |........|  #%                                                       
           |.......<.### @                                                      
           |........|###d#                                                      
           |.........#                                                          
           ----------                                                           
                                                                                
                                                                                
Agent the Troglodyte           St:18/02 Dx:16 Co:14 In:8 Wi:9 Ch:8 Lawful S:16  
Dlvl:1 $:0 HP:18(18) Pw:1(1) AC:8 Xp:1/4 T:244                                  

",0.0,False
